datetime,casual,registered,count_direct_model,count
2011-06-28 09:00:00,31,197,237,227
2011-06-28 10:00:00,46,138,187,184
2011-06-28 11:00:00,61,160,225,222
2011-06-28 12:00:00,64,196,264,260
2011-06-28 13:00:00,68,194,268,262
2011-06-28 14:00:00,69,172,244,241
2011-06-28 15:00:00,75,193,273,268
2011-06-28 16:00:00,71,254,335,325
2011-06-28 17:00:00,37,234,281,271
2011-06-28 18:00:00,28,214,250,242
2011-06-28 19:00:00,30,228,265,258
2011-06-28 20:00:00,28,186,223,214
2011-06-28 21:00:00,22,137,163,159
2011-06-28 22:00:00,15,102,120,117
2011-06-28 23:00:00,11,68,81,79
2011-06-29 00:00:00,6,34,41,40
2011-06-29 01:00:00,4,19,23,23
2011-06-29 02:00:00,2,10,13,13
2011-06-29 03:00:00,1,6,7,7
2011-06-29 04:00:00,1,5,6,6
2011-06-29 05:00:00,1,15,16,16
2011-06-29 06:00:00,4,52,57,56
2011-06-29 07:00:00,11,151,168,163
2011-06-29 08:00:00,22,286,318,309
2011-06-29 09:00:00,28,194,228,222
2011-06-29 10:00:00,37,132,173,169
2011-06-29 11:00:00,48,151,203,199
2011-06-29 12:00:00,51,187,243,238
2011-06-29 13:00:00,56,185,246,241
2011-06-29 14:00:00,59,169,233,227
2011-06-29 15:00:00,63,186,254,248
2011-06-29 16:00:00,60,246,315,306
2011-06-29 17:00:00,66,394,481,461
2011-06-29 18:00:00,53,369,439,422
2011-06-29 19:00:00,36,258,304,295
2011-06-29 20:00:00,27,188,223,216
2011-06-29 21:00:00,23,146,172,168
2011-06-29 22:00:00,18,112,132,129
2011-06-29 23:00:00,12,73,87,86
2011-06-30 00:00:00,8,41,50,49
2011-06-30 01:00:00,5,22,27,26
2011-06-30 02:00:00,3,12,15,15
2011-06-30 03:00:00,2,7,9,9
2011-06-30 04:00:00,1,5,6,6
2011-06-30 05:00:00,1,16,17,17
2011-06-30 06:00:00,4,56,60,59
2011-06-30 07:00:00,10,151,164,161
2011-06-30 08:00:00,23,303,337,326
2011-06-30 09:00:00,29,210,247,240
2011-06-30 10:00:00,38,140,184,178
2011-06-30 11:00:00,48,159,214,208
2011-06-30 12:00:00,55,202,264,256
2011-06-30 13:00:00,55,194,257,249
2011-06-30 14:00:00,59,177,243,235
2011-06-30 15:00:00,58,189,256,248
2011-06-30 16:00:00,66,272,351,338
2011-06-30 17:00:00,64,410,496,474
2011-06-30 18:00:00,51,383,453,434
2011-06-30 19:00:00,39,280,331,319
2011-06-30 20:00:00,30,205,245,236
2011-06-30 21:00:00,25,159,189,183
2011-06-30 22:00:00,19,119,141,138
2011-06-30 23:00:00,13,79,93,91
2011-07-20 00:00:00,7,33,41,40
2011-07-20 01:00:00,5,17,22,22
2011-07-20 02:00:00,3,10,13,13
2011-07-20 03:00:00,2,6,8,8
2011-07-20 04:00:00,1,4,5,5
2011-07-20 05:00:00,1,14,16,15
2011-07-20 06:00:00,3,44,49,47
2011-07-20 07:00:00,9,122,138,132
2011-07-20 08:00:00,25,261,304,286
2011-07-20 09:00:00,30,175,215,205
2011-07-20 10:00:00,41,119,163,160
2011-07-20 11:00:00,56,140,198,196
2011-07-20 12:00:00,66,181,251,247
2011-07-20 13:00:00,67,173,243,240
2011-07-20 14:00:00,71,157,229,228
2011-07-20 15:00:00,72,170,244,242
2011-07-20 16:00:00,73,236,320,309
2011-07-20 17:00:00,76,365,468,442
2011-07-20 18:00:00,62,342,427,403
2011-07-20 19:00:00,48,253,317,301
2011-07-20 20:00:00,34,178,222,212
2011-07-20 21:00:00,29,138,173,167
2011-07-20 22:00:00,21,103,128,124
2011-07-20 23:00:00,14,66,82,80
2011-07-21 00:00:00,9,36,46,45
2011-07-21 01:00:00,5,18,23,23
2011-07-21 02:00:00,3,10,14,14
2011-07-21 03:00:00,2,6,8,8
2011-07-21 04:00:00,1,5,6,6
2011-07-21 05:00:00,2,15,17,17
2011-07-21 06:00:00,4,50,58,55
2011-07-21 07:00:00,12,136,157,148
2011-07-21 08:00:00,25,265,307,290
2011-07-21 09:00:00,35,190,236,225
2011-07-21 10:00:00,49,131,182,180
2011-07-21 11:00:00,65,151,216,216
2011-07-21 12:00:00,79,200,281,279
2011-07-21 13:00:00,81,193,275,273
2011-07-21 14:00:00,84,174,257,258
2011-07-21 15:00:00,90,193,283,283
2011-07-21 16:00:00,96,269,373,365
2011-07-21 17:00:00,103,424,559,527
2011-07-21 18:00:00,78,388,497,467
2011-07-21 19:00:00,58,281,358,339
2011-07-21 20:00:00,42,201,256,243
2011-07-21 21:00:00,34,153,194,187
2011-07-21 22:00:00,28,119,152,146
2011-07-21 23:00:00,18,76,97,95
2011-07-22 00:00:00,18,45,62,63
2011-07-22 01:00:00,11,23,33,34
2011-07-22 02:00:00,7,13,18,20
2011-07-22 03:00:00,4,8,11,12
2011-07-22 04:00:00,3,6,8,8
2011-07-22 05:00:00,3,17,20,20
2011-07-22 06:00:00,8,59,72,67
2011-07-22 07:00:00,21,163,200,184
2011-07-22 08:00:00,44,319,395,363
2011-07-22 09:00:00,67,239,319,306
2011-07-22 10:00:00,95,165,247,260
2011-07-22 11:00:00,108,180,273,287
2011-07-22 12:00:00,133,235,351,368
2011-07-22 13:00:00,138,229,348,368
2011-07-22 14:00:00,143,205,322,348
2011-07-22 15:00:00,135,217,332,352
2011-07-22 16:00:00,59,164,225,223
2011-07-22 17:00:00,121,439,592,560
2011-07-22 18:00:00,99,410,542,509
2011-07-22 19:00:00,66,283,368,349
2011-07-22 20:00:00,56,217,286,272
2011-07-22 21:00:00,43,161,211,204
2011-07-22 22:00:00,34,122,160,156
2011-07-22 23:00:00,24,81,106,104
2011-07-23 00:00:00,32,40,63,72
2011-07-23 01:00:00,20,21,33,41
2011-07-23 02:00:00,15,12,20,27
2011-07-23 03:00:00,8,7,11,15
2011-07-23 04:00:00,6,5,8,11
2011-07-23 05:00:00,7,15,22,22
2011-07-23 06:00:00,17,55,78,72
2011-07-23 07:00:00,39,148,209,187
2011-07-23 08:00:00,81,285,406,367
2011-07-23 09:00:00,102,197,297,299
2011-07-23 10:00:00,131,131,219,262
2011-07-23 11:00:00,174,152,262,326
2011-07-23 12:00:00,211,199,337,410
2011-07-23 13:00:00,217,192,331,409
2011-07-23 14:00:00,225,176,313,401
2011-07-23 15:00:00,230,189,333,420
2011-07-23 16:00:00,227,256,422,483
2011-07-23 17:00:00,247,406,637,653
2011-07-23 18:00:00,191,373,568,564
2011-07-23 19:00:00,104,239,349,342
2011-07-23 20:00:00,87,180,268,267
2011-07-23 21:00:00,73,139,207,212
2011-07-23 22:00:00,57,106,158,163
2011-07-23 23:00:00,43,72,108,115
2011-07-24 00:00:00,27,34,54,61
2011-07-24 01:00:00,16,17,28,33
2011-07-24 02:00:00,13,10,17,23
2011-07-24 03:00:00,8,6,10,15
2011-07-24 04:00:00,6,4,7,10
2011-07-24 05:00:00,7,14,20,21
2011-07-24 06:00:00,15,48,68,63
2011-07-24 07:00:00,37,133,188,169
2011-07-24 08:00:00,70,250,353,320
2011-07-24 09:00:00,84,168,250,251
2011-07-24 10:00:00,118,115,193,234
2011-07-24 11:00:00,134,127,215,261
2011-07-24 12:00:00,181,173,291,354
2011-07-24 13:00:00,153,156,260,309
2011-07-24 14:00:00,153,138,238,292
2011-07-24 15:00:00,178,157,271,335
2011-07-24 16:00:00,182,217,352,398
2011-07-24 17:00:00,204,350,544,554
2011-07-24 18:00:00,154,319,480,473
2011-07-24 19:00:00,116,230,346,345
2011-07-24 20:00:00,86,166,249,251
2011-07-24 21:00:00,65,123,183,188
2011-07-24 22:00:00,51,95,141,146
2011-07-24 23:00:00,31,57,84,88
2011-07-25 00:00:00,11,33,45,44
2011-07-25 01:00:00,7,17,23,24
2011-07-25 02:00:00,4,9,13,14
2011-07-25 03:00:00,3,6,8,9
2011-07-25 04:00:00,2,4,6,6
2011-07-25 05:00:00,2,14,17,16
2011-07-25 06:00:00,5,45,54,50
2011-07-25 07:00:00,14,124,151,138
2011-07-25 08:00:00,29,243,296,272
2011-07-25 09:00:00,47,186,247,233
2011-07-25 10:00:00,62,124,184,186
2011-07-25 11:00:00,68,132,196,200
2011-07-25 12:00:00,73,164,236,237
2011-07-25 13:00:00,51,138,193,188
2011-07-25 14:00:00,47,119,170,165
2011-07-25 15:00:00,44,125,175,169
2011-07-25 16:00:00,47,177,234,224
2011-07-25 17:00:00,62,305,393,367
2011-07-25 18:00:00,51,287,362,338
2011-07-25 19:00:00,41,212,270,253
2011-07-25 20:00:00,30,153,194,183
2011-07-25 21:00:00,23,114,144,137
2011-07-25 22:00:00,19,89,113,108
2011-07-25 23:00:00,14,58,75,72
2011-07-26 00:00:00,8,32,41,40
2011-07-26 01:00:00,5,17,22,22
2011-07-26 02:00:00,3,9,12,12
2011-07-26 03:00:00,2,5,7,7
2011-07-26 04:00:00,1,4,5,5
2011-07-26 05:00:00,1,13,14,14
2011-07-26 06:00:00,4,45,51,48
2011-07-26 07:00:00,12,129,150,140
2011-07-26 08:00:00,25,253,298,278
2011-07-26 09:00:00,34,179,225,213
2011-07-26 10:00:00,48,121,171,169
2011-07-26 11:00:00,63,142,206,205
2011-07-26 12:00:00,72,180,256,252
2011-07-26 13:00:00,65,164,233,229
2011-07-26 14:00:00,69,150,221,219
2011-07-26 15:00:00,73,164,238,236
2011-07-26 16:00:00,71,222,303,293
2011-07-26 17:00:00,76,348,451,424
2011-07-26 18:00:00,57,319,400,376
2011-07-26 19:00:00,45,236,298,282
2011-07-26 20:00:00,34,171,216,205
2011-07-26 21:00:00,27,129,163,156
2011-07-26 22:00:00,21,99,125,120
2011-07-26 23:00:00,16,67,85,82
2011-07-27 00:00:00,9,35,45,45
2011-07-27 01:00:00,7,19,26,26
2011-07-27 02:00:00,4,11,15,15
2011-07-27 03:00:00,2,6,8,9
2011-07-27 04:00:00,2,5,6,6
2011-07-27 05:00:00,2,15,17,16
2011-07-27 06:00:00,5,50,58,55
2011-07-27 07:00:00,12,137,159,149
2011-07-27 08:00:00,25,262,305,287
2011-07-27 09:00:00,33,182,226,215
2011-07-27 10:00:00,47,126,176,173
2011-07-27 11:00:00,58,143,203,201
2011-07-27 12:00:00,61,174,238,234
2011-07-27 13:00:00,63,167,234,230
2011-07-27 14:00:00,66,153,222,220
2011-07-27 15:00:00,70,168,240,238
2011-07-27 16:00:00,72,232,314,304
2011-07-27 17:00:00,73,359,459,432
2011-07-27 18:00:00,60,341,426,400
2011-07-27 19:00:00,46,249,311,294
2011-07-27 20:00:00,29,169,208,199
2011-07-27 21:00:00,24,130,160,154
2011-07-27 22:00:00,20,103,127,123
2011-07-27 23:00:00,15,68,85,83
2011-07-28 00:00:00,9,37,48,46
2011-07-28 01:00:00,6,20,27,27
2011-07-28 02:00:00,4,11,15,16
2011-07-28 03:00:00,3,7,9,10
2011-07-28 04:00:00,2,5,6,7
2011-07-28 05:00:00,2,16,18,17
2011-07-28 06:00:00,5,52,60,57
2011-07-28 07:00:00,12,141,164,153
2011-07-28 08:00:00,25,272,317,298
2011-07-28 09:00:00,36,196,244,232
2011-07-28 10:00:00,47,129,179,176
2011-07-28 11:00:00,63,151,216,214
2011-07-28 12:00:00,68,189,261,256
2011-07-28 13:00:00,72,184,260,256
2011-07-28 14:00:00,63,155,221,217
2011-07-28 15:00:00,75,180,259,255
2011-07-28 16:00:00,76,248,336,324
2011-07-28 17:00:00,78,385,493,463
2011-07-28 18:00:00,64,361,452,425
2011-07-28 19:00:00,49,263,330,312
2011-07-28 20:00:00,35,189,236,224
2011-07-28 21:00:00,26,139,172,165
2011-07-28 22:00:00,20,105,129,125
2011-07-28 23:00:00,15,70,88,85
2011-07-29 00:00:00,12,39,51,51
2011-07-29 01:00:00,8,21,28,28
2011-07-29 02:00:00,6,12,17,18
2011-07-29 03:00:00,4,7,10,11
2011-07-29 04:00:00,2,5,7,8
2011-07-29 05:00:00,3,17,20,20
2011-07-29 06:00:00,6,55,65,61
2011-07-29 07:00:00,15,146,174,162
2011-07-29 08:00:00,35,295,355,330
2011-07-29 09:00:00,59,226,298,285
2011-07-29 10:00:00,84,155,230,239
2011-07-29 11:00:00,107,177,269,284
2011-07-29 12:00:00,123,225,334,347
2011-07-29 13:00:00,124,220,332,344
2011-07-29 14:00:00,127,195,304,322
2011-07-29 15:00:00,127,209,321,336
2011-07-29 16:00:00,125,283,406,407
2011-07-29 17:00:00,139,455,624,594
2011-07-29 18:00:00,104,416,551,520
2011-07-29 19:00:00,80,305,405,385
2011-07-29 20:00:00,53,210,275,263
2011-07-29 21:00:00,41,159,208,200
2011-07-29 22:00:00,32,120,156,152
2011-07-29 23:00:00,22,79,103,101
2011-07-30 00:00:00,24,36,55,60
2011-07-30 01:00:00,16,19,30,35
2011-07-30 02:00:00,12,11,18,23
2011-07-30 03:00:00,7,6,10,13
2011-07-30 04:00:00,5,5,7,10
2011-07-30 05:00:00,6,14,20,20
2011-07-30 06:00:00,12,49,66,61
2011-07-30 07:00:00,33,139,192,172
2011-07-30 08:00:00,68,268,373,336
2011-07-30 09:00:00,92,190,283,282
2011-07-30 10:00:00,114,124,205,238
2011-07-30 11:00:00,145,142,240,287
2011-07-30 12:00:00,156,178,291,334
2011-07-30 13:00:00,183,182,307,364
2011-07-30 14:00:00,198,167,293,364
2011-07-30 15:00:00,194,177,305,372
2011-07-30 16:00:00,193,240,389,433
2011-07-30 17:00:00,215,386,598,601
2011-07-30 18:00:00,160,350,523,510
2011-07-30 19:00:00,90,230,332,321
2011-07-30 20:00:00,87,181,270,268
2011-07-30 21:00:00,69,137,203,206
2011-07-30 22:00:00,53,104,154,157
2011-07-30 23:00:00,37,68,101,105
2011-07-31 00:00:00,23,33,50,56
2011-07-31 01:00:00,14,16,26,30
2011-07-31 02:00:00,10,9,15,20
2011-07-31 03:00:00,7,6,9,12
2011-07-31 04:00:00,5,4,7,9
2011-07-31 05:00:00,6,13,19,19
2011-07-31 06:00:00,13,46,64,59
2011-07-31 07:00:00,29,123,171,152
2011-07-31 08:00:00,58,233,324,291
2011-07-31 09:00:00,88,174,261,262
2011-07-31 10:00:00,115,115,193,230
2011-07-31 11:00:00,144,131,224,275
2011-07-31 12:00:00,171,168,282,339
2011-07-31 13:00:00,175,164,279,339
2011-07-31 14:00:00,175,146,256,321
2011-07-31 15:00:00,179,157,271,335
2011-07-31 16:00:00,184,217,354,401
2011-07-31 17:00:00,209,351,548,560
2011-07-31 18:00:00,140,306,455,446
2011-07-31 19:00:00,92,211,308,303
2011-07-31 20:00:00,72,155,228,227
2011-07-31 21:00:00,57,117,172,174
2011-07-31 22:00:00,40,85,123,125
2011-07-31 23:00:00,31,58,85,89
2011-08-20 00:00:00,14,31,44,45
2011-08-20 01:00:00,10,17,25,27
2011-08-20 02:00:00,8,10,15,18
2011-08-20 03:00:00,5,6,9,11
2011-08-20 04:00:00,3,4,6,7
2011-08-20 05:00:00,4,14,18,17
2011-08-20 06:00:00,8,43,55,51
2011-08-20 07:00:00,22,125,163,147
2011-08-20 08:00:00,50,254,336,304
2011-08-20 09:00:00,69,180,255,248
2011-08-20 10:00:00,89,120,188,209
2011-08-20 11:00:00,108,135,216,243
2011-08-20 12:00:00,117,167,260,284
2011-08-20 13:00:00,125,164,261,289
2011-08-20 14:00:00,144,154,255,297
2011-08-20 15:00:00,146,166,272,312
2011-08-20 16:00:00,146,227,350,374
2011-08-20 17:00:00,161,362,531,523
2011-08-20 18:00:00,113,320,451,433
2011-08-20 19:00:00,84,231,325,315
2011-08-20 20:00:00,65,169,239,234
2011-08-20 21:00:00,51,127,179,178
2011-08-20 22:00:00,37,93,130,130
2011-08-20 23:00:00,30,65,93,96
2011-08-21 00:00:00,18,31,46,49
2011-08-21 01:00:00,10,15,23,26
2011-08-21 02:00:00,8,9,14,17
2011-08-21 03:00:00,4,5,8,9
2011-08-21 04:00:00,4,4,6,7
2011-08-21 05:00:00,4,12,15,15
2011-08-21 06:00:00,8,40,52,48
2011-08-21 07:00:00,22,113,149,135
2011-08-21 08:00:00,46,223,297,270
2011-08-21 09:00:00,63,158,224,221
2011-08-21 10:00:00,80,104,165,185
2011-08-21 11:00:00,120,127,208,247
2011-08-21 12:00:00,138,162,260,300
2011-08-21 13:00:00,124,149,238,273
2011-08-21 14:00:00,46,70,107,116
2011-08-21 15:00:00,86,125,195,211
2011-08-21 16:00:00,101,182,272,283
2011-08-21 17:00:00,111,291,414,401
2011-08-21 18:00:00,87,268,372,356
2011-08-21 19:00:00,72,201,281,272
2011-08-21 20:00:00,51,142,198,193
2011-08-21 21:00:00,43,109,153,152
2011-08-21 22:00:00,33,82,115,115
2011-08-21 23:00:00,28,58,83,86
2011-08-22 00:00:00,9,32,41,40
2011-08-22 01:00:00,5,17,22,22
2011-08-22 02:00:00,4,10,13,14
2011-08-22 03:00:00,1,3,4,4
2011-08-22 04:00:00,2,4,6,6
2011-08-22 05:00:00,2,13,16,15
2011-08-22 06:00:00,5,47,55,52
2011-08-22 07:00:00,12,124,146,136
2011-08-22 08:00:00,23,234,273,258
2011-08-22 09:00:00,32,167,208,199
2011-08-22 10:00:00,42,112,155,154
2011-08-22 11:00:00,54,128,182,182
2011-08-22 12:00:00,58,158,218,216
2011-08-22 13:00:00,58,152,213,211
2011-08-22 14:00:00,60,138,199,198
2011-08-22 15:00:00,62,150,214,212
2011-08-22 16:00:00,62,204,274,266
2011-08-22 17:00:00,70,330,422,399
2011-08-22 18:00:00,56,309,386,365
2011-08-22 19:00:00,42,225,281,268
2011-08-22 20:00:00,31,163,204,194
2011-08-22 21:00:00,25,124,154,149
2011-08-22 22:00:00,20,95,119,115
2011-08-22 23:00:00,14,63,79,78
2011-08-23 00:00:00,8,35,43,43
2011-08-23 01:00:00,4,17,21,21
2011-08-23 02:00:00,3,9,12,12
2011-08-23 03:00:00,1,6,7,7
2011-08-23 04:00:00,1,4,5,5
2011-08-23 05:00:00,1,13,14,14
2011-08-23 06:00:00,3,44,49,47
2011-08-23 07:00:00,11,134,151,144
2011-08-23 08:00:00,21,248,279,268
2011-08-23 09:00:00,27,173,207,200
2011-08-23 10:00:00,41,122,166,163
2011-08-23 11:00:00,47,134,185,182
2011-08-23 12:00:00,50,166,221,216
2011-08-23 13:00:00,55,165,225,220
2011-08-23 14:00:00,55,148,208,203
2011-08-23 15:00:00,53,154,212,207
2011-08-23 16:00:00,56,217,282,273
2011-08-23 17:00:00,59,338,417,396
2011-08-23 18:00:00,48,319,385,367
2011-08-23 19:00:00,31,219,260,250
2011-08-23 20:00:00,23,158,188,182
2011-08-23 21:00:00,20,125,150,145
2011-08-23 22:00:00,16,96,114,112
2011-08-23 23:00:00,11,62,75,73
2011-08-24 00:00:00,7,35,43,42
2011-08-24 01:00:00,4,18,22,22
2011-08-24 02:00:00,2,10,12,12
2011-08-24 03:00:00,1,6,7,7
2011-08-24 04:00:00,1,4,5,5
2011-08-24 05:00:00,1,13,14,14
2011-08-24 06:00:00,3,46,50,49
2011-08-24 07:00:00,10,132,147,142
2011-08-24 08:00:00,18,245,271,264
2011-08-24 09:00:00,22,165,192,187
2011-08-24 10:00:00,34,115,151,148
2011-08-24 11:00:00,42,131,176,173
2011-08-24 12:00:00,47,164,215,211
2011-08-24 13:00:00,49,159,211,207
2011-08-24 14:00:00,49,142,195,191
2011-08-24 15:00:00,49,152,205,201
2011-08-24 16:00:00,51,211,269,262
2011-08-24 17:00:00,56,338,411,394
2011-08-24 18:00:00,44,313,371,357
2011-08-24 19:00:00,35,232,276,267
2011-08-24 20:00:00,26,167,199,192
2011-08-24 21:00:00,20,125,147,144
2011-08-24 22:00:00,16,96,114,112
2011-08-24 23:00:00,11,63,75,74
2011-08-25 00:00:00,7,35,43,43
2011-08-25 01:00:00,4,19,23,23
2011-08-25 02:00:00,3,11,14,14
2011-08-25 03:00:00,2,6,8,8
2011-08-25 04:00:00,1,4,5,5
2011-08-25 05:00:00,1,14,16,15
2011-08-25 06:00:00,4,49,54,52
2011-08-25 07:00:00,9,130,143,139
2011-08-25 08:00:00,20,255,283,275
2011-08-25 09:00:00,26,178,210,204
2011-08-25 10:00:00,35,119,157,154
2011-08-25 11:00:00,22,82,107,104
2011-08-25 12:00:00,24,103,129,126
2011-08-25 13:00:00,43,161,211,204
2011-08-25 14:00:00,45,145,197,191
2011-08-25 15:00:00,48,158,213,206
2011-08-25 16:00:00,50,222,282,272
2011-08-25 17:00:00,54,353,427,407
2011-08-25 18:00:00,39,311,362,350
2011-08-25 19:00:00,24,208,236,231
2011-08-25 20:00:00,19,156,179,175
2011-08-25 21:00:00,16,122,140,138
2011-08-25 22:00:00,13,96,112,110
2011-08-25 23:00:00,10,63,74,73
2011-08-26 00:00:00,8,36,45,44
2011-08-26 01:00:00,5,19,24,24
2011-08-26 02:00:00,3,11,14,14
2011-08-26 03:00:00,2,6,8,8
2011-08-26 04:00:00,1,5,6,6
2011-08-26 05:00:00,2,15,16,16
2011-08-26 06:00:00,5,52,59,56
2011-08-26 07:00:00,12,143,163,155
2011-08-26 08:00:00,25,271,310,296
2011-08-26 09:00:00,38,202,250,240
2011-08-26 10:00:00,52,137,189,189
2011-08-26 11:00:00,62,151,213,213
2011-08-26 12:00:00,65,186,252,251
2011-08-26 13:00:00,71,185,256,255
2011-08-26 14:00:00,86,180,263,266
2011-08-26 15:00:00,75,180,255,255
2011-08-26 16:00:00,79,254,340,333
2011-08-26 17:00:00,70,372,463,442
2011-08-26 18:00:00,54,340,412,395
2011-08-26 19:00:00,45,258,315,302
2011-08-26 20:00:00,35,190,234,225
2011-08-26 21:00:00,29,144,178,173
2011-08-26 22:00:00,24,114,141,138
2011-08-26 23:00:00,16,73,91,89
2011-08-27 00:00:00,19,34,50,54
2011-08-27 01:00:00,12,18,27,30
2011-08-27 02:00:00,9,10,16,19
2011-08-27 03:00:00,5,6,9,11
2011-08-27 04:00:00,4,4,6,8
2011-08-27 05:00:00,4,14,18,18
2011-08-27 06:00:00,10,46,61,56
2011-08-27 07:00:00,23,123,160,145
2011-08-27 08:00:00,44,235,307,279
2011-08-27 09:00:00,52,156,214,208
2011-08-27 10:00:00,65,103,156,167
2011-08-27 11:00:00,36,66,98,102
2011-08-27 12:00:00,41,84,120,124
2011-08-27 13:00:00,42,82,119,124
2011-08-27 14:00:00,36,68,101,105
2011-08-27 15:00:00,37,74,107,110
2011-08-27 16:00:00,38,102,141,140
2011-08-27 17:00:00,38,155,200,193
2011-08-28 07:00:00,9,64,80,73
2011-08-28 08:00:00,18,120,149,138
2011-08-28 09:00:00,49,144,198,193
2011-08-28 10:00:00,67,97,149,164
2011-08-28 11:00:00,86,112,177,198
2011-08-28 12:00:00,102,145,224,247
2011-08-28 13:00:00,112,144,228,256
2011-08-28 14:00:00,117,130,213,247
2011-08-28 15:00:00,120,141,229,261
2011-08-28 16:00:00,132,200,308,332
2011-08-28 17:00:00,132,310,449,442
2011-08-28 18:00:00,104,289,408,392
2011-08-28 19:00:00,82,214,303,296
2011-08-28 20:00:00,64,156,223,220
2011-08-28 21:00:00,43,112,156,155
2011-08-28 22:00:00,33,85,118,118
2011-08-28 23:00:00,23,55,77,78
2011-08-29 00:00:00,8,31,40,39
2011-08-29 01:00:00,5,16,21,21
2011-08-29 02:00:00,3,9,12,13
2011-08-29 03:00:00,2,6,7,8
2011-08-29 04:00:00,1,4,5,5
2011-08-29 05:00:00,1,12,14,14
2011-08-29 06:00:00,4,43,49,46
2011-08-29 07:00:00,11,124,144,136
2011-08-29 08:00:00,23,238,277,261
2011-08-29 09:00:00,29,164,202,193
2011-08-29 10:00:00,39,110,151,149
2011-08-29 11:00:00,47,123,172,170
2011-08-29 12:00:00,49,150,203,200
2011-08-29 13:00:00,54,150,209,205
2011-08-29 14:00:00,59,139,201,198
2011-08-29 15:00:00,57,146,207,203
2011-08-29 16:00:00,61,205,274,265
2011-08-29 17:00:00,55,300,375,356
2011-08-29 18:00:00,46,288,352,334
2011-08-29 19:00:00,37,213,262,250
2011-08-29 20:00:00,28,156,193,184
2011-08-29 21:00:00,23,120,148,143
2011-08-29 22:00:00,18,93,115,111
2011-08-29 23:00:00,13,61,76,74
2011-08-30 00:00:00,5,30,36,36
2011-08-30 01:00:00,3,16,20,19
2011-08-30 02:00:00,2,9,11,11
2011-08-30 03:00:00,1,5,6,6
2011-08-30 04:00:00,1,4,4,4
2011-08-30 05:00:00,1,12,14,13
2011-08-30 06:00:00,3,44,48,46
2011-08-30 07:00:00,8,119,131,127
2011-08-30 08:00:00,21,249,282,270
2011-08-30 09:00:00,27,172,206,199
2011-08-30 10:00:00,38,117,158,155
2011-08-30 11:00:00,48,133,184,181
2011-08-30 12:00:00,54,171,230,225
2011-08-30 13:00:00,54,163,223,218
2011-08-30 14:00:00,54,145,204,200
2011-08-30 15:00:00,53,155,213,208
2011-08-30 16:00:00,55,214,278,269
2011-08-30 17:00:00,57,333,409,389
2011-08-30 18:00:00,44,307,367,351
2011-08-30 19:00:00,33,224,266,256
2011-08-30 20:00:00,26,166,200,192
2011-08-30 21:00:00,19,120,143,139
2011-08-30 22:00:00,16,96,114,111
2011-08-30 23:00:00,12,64,77,75
2011-08-31 00:00:00,7,34,41,40
2011-08-31 01:00:00,4,18,22,22
2011-08-31 02:00:00,2,9,12,12
2011-08-31 03:00:00,1,6,7,7
2011-08-31 04:00:00,1,4,5,5
2011-08-31 05:00:00,1,13,14,14
2011-08-31 06:00:00,3,45,49,48
2011-08-31 07:00:00,9,127,139,135
2011-08-31 08:00:00,19,250,278,269
2011-08-31 09:00:00,23,169,198,192
2011-08-31 10:00:00,37,120,160,157
2011-08-31 11:00:00,46,136,185,182
2011-08-31 12:00:00,51,172,227,223
2011-08-31 13:00:00,52,166,224,219
2011-08-31 14:00:00,52,147,203,199
2011-08-31 15:00:00,52,158,215,210
2011-08-31 16:00:00,54,220,282,274
2011-08-31 17:00:00,55,341,414,397
2011-08-31 18:00:00,42,311,365,352
2011-08-31 19:00:00,48,259,320,307
2011-08-31 20:00:00,23,164,193,187
2011-08-31 21:00:00,19,126,149,145
2011-08-31 22:00:00,15,96,113,111
2011-08-31 23:00:00,9,60,70,69
2011-09-20 00:00:00,5,31,37,36
2011-09-20 01:00:00,3,15,19,18
2011-09-20 02:00:00,2,9,11,11
2011-09-20 03:00:00,1,5,6,6
2011-09-20 04:00:00,1,4,5,5
2011-09-20 05:00:00,1,12,14,13
2011-09-20 06:00:00,2,42,46,45
2011-09-20 07:00:00,7,114,124,121
2011-09-20 08:00:00,7,132,139,139
2011-09-20 09:00:00,9,90,101,99
2011-09-20 10:00:00,12,61,76,73
2011-09-20 11:00:00,15,68,86,83
2011-09-20 12:00:00,26,133,166,159
2011-09-20 13:00:00,27,128,162,155
2011-09-20 14:00:00,29,117,154,145
2011-09-20 15:00:00,35,136,180,171
2011-09-20 16:00:00,32,179,221,211
2011-09-20 17:00:00,39,299,356,338
2011-09-20 18:00:00,32,281,327,313
2011-09-20 19:00:00,24,206,240,230
2011-09-20 20:00:00,17,147,171,164
2011-09-20 21:00:00,14,113,132,127
2011-09-20 22:00:00,12,88,103,100
2011-09-20 23:00:00,9,59,69,67
2011-09-21 00:00:00,5,31,37,36
2011-09-21 01:00:00,3,17,20,20
2011-09-21 02:00:00,2,9,12,12
2011-09-21 03:00:00,1,5,6,6
2011-09-21 04:00:00,0,4,4,4
2011-09-21 05:00:00,1,12,13,13
2011-09-21 06:00:00,2,42,45,44
2011-09-21 07:00:00,6,113,120,119
2011-09-21 08:00:00,12,216,230,228
2011-09-21 09:00:00,16,149,169,166
2011-09-21 10:00:00,23,104,132,127
2011-09-21 11:00:00,29,117,152,146
2011-09-21 12:00:00,35,151,193,186
2011-09-21 13:00:00,37,149,194,186
2011-09-21 14:00:00,37,133,178,170
